file_name,transcription
bur_5932_1499044325.wav,ပို ကြောက်စရာ ကောင်းတာ က သီချင်းသံတွေ ကြောင့် ဒရိုင်ဘာ က အန္တရာယ် ဖြစ်နိုင်တာပါပဲ
bur_6884_1076915507.wav,ဖြစ်တာ မှ အမျိုးအစားတွေ ကွဲပြား ပြီး အမျိုးအမည်တွေ အများကြီး ရှိတတ်ပါတယ်
bur_5903_2046545615.wav,အဲ့ဒါ က ဒီ ရုပ်ရှင်လောက ကောင်းကျိုးတွေ အများကြီး ပါလာမယ်
bur_5903_9417118955.wav,သူ့ ဘဝ မှာ သူ့ ကိုယ်ရေးကိုယ်တာ ဆိုတာ က အဓိက မဟုတ်ပါဘူး
bur_6118_6253592990.wav,ဆရာတို့ နိုင်ငံ မှာ သတ်သတ်မှတ်မှတ် တစ်ခု မှ မရှိဘူး
bur_7543_7736998907.wav,မြန်မာ ဝတ်စုံ ဝတ် ပြီး အရံ လုပ်ပေးရတဲ့ အခါ မှာလည်း ကျေနပ်မိတယ်
bur_5903_1870088515.wav,သရုပ်ဆောင် လွင်မိုး သရုပ်ဆောင် ကျော်သူ နဲ့ ရန်ကုန် ရုပ်ရှင် အသိုင်းအဝိုင်း ကို ဆက်သွယ် ပြီး စုစည်း တင်ပြထားပါတယ်
bur_8698_4219371042.wav,ကျမ သမီး ရဲ့ ကံကြမ္မာ ပဲပေါ့ ဟု ဒေါ်အေးပု က ငိုရှိုက်ရင်း ပြောဆိုသည်
bur_7712_5098448034.wav,ထမင်း တချိုင့်လောက် ကတော့ လုံခြုံရေး ကလည်း မရှာပါဘူး
bur_7712_8752872244.wav,သူ့ နောက်ကွယ် မှာ နောက်ထပ် လူတွေ ဖော်ထုတ်ဖို့ ကျန်နေသေးတယ် ဟု ပြောသည်
bur_7712_7750090516.wav,ဒီ နေ့ တော့ ဒီ ကျောင်း မှာ မွေးနေ့ အလှူ လုပ်ဖြစ်ခဲ့တယ်
bur_7712_3617271840.wav,မင်္ဂလာဒုံ မြို့နယ် တရားသူကြီး ဦးကိုကိုနိုင် ရဲ့ ခုံ မှာ တရားခွင် မှာ ကျပါတယ်
bur_8266_1255279041.wav,ဒါပေမဲ့ ရလာတဲ့ မဲစာရင်း ကို မကြေညာနိုင်သေးပါဘူး
bur_6118_0194621609.wav,တားမြစ်ခဲ့တယ် ဆိုတာ ကလည်း သူတို့ က ဟန်ပြလောက် ပဲ လုပ်ကြတာလေ
bur_6884_7976387874.wav,လေ့လာစရာတွေ ကိုတော့ ဇာတ်ကား နဲ့ လိုက်အောင် အဆင်ပြေအောင် တော့ လေ့လာထားတယ်
bur_6118_0662336812.wav,လူထု ပဲ့တင်သံ ကို ဘယ်မှာ ထင်ဟပ်နိုင်ပါတော့မည်နည်း
bur_5932_1328381000.wav,အဲဒါ ကို ကျနော် အခု နောက်ဆုံး ဖြစ်နေတဲ့ အခြေအနေ တော့ ကျနော် မသိဘူးဗျ
bur_6118_4301605133.wav,အနုပညာ အလုပ် မဟုတ်တဲ့ အလုပ် တခု ကို လုပ်နေရတဲ့ အတွက် ပျော်ရော ပျော်ရဲ့လား
bur_7712_0751677793.wav,မဆလ အကြွင်းအကျန် ဒီ အိုကြီးအိုမတွေ ဟာ နိုင်ငံ အတွက် တကယ့် ဆူးငြှောင့်ခလုတ်တွေ ပါ
bur_8698_9555203210.wav,အဲ့ဒီ က သမဂ္ဂတွေ အတိုင်း ဖွဲ့ထားတာ အခြေအနေ က အဲ့ဒီလို
bur_6118_1385572900.wav,ဒီ နှစ်သင်း တခါ ပဲ ဆုံဖူး ပြီး မက္ကစီကို အသင်း က ကင်မရွန်း အသင်း ကို အနိုင် ရဖူးတဲ့ မှတ်တမ်း ရှိပါတယ်
bur_2446_7284927245.wav,ဒီ နေ့ အထိ လည်း အမေစု နဲ့ မတွေ့ဖူးသေးတဲ့ သူတွေ ရှိသေးတုန်းပဲ
bur_5932_2798913522.wav,တခြား နိုင်ငံ မှာ သွားနေတဲ့ နိုင်ငံသား ပြောင်းသွားတဲ့ သူတွေ ရော တန်းတူ ရလို့လား
bur_8698_5194463298.wav,မြို့တိုင်း မှာ မြို့ဝင်ကြေး သုံးရာကျပ်စီ ပေးတာ တွေ့ရပါတယ်
bur_7712_9525493693.wav,မယ်ဗမာများ ဖြစ်ကြသည့် မစိန်အေး နော်လီဇာဘင်ဆင် ခင်သန်းနု မေရီမြင့် စသည်တို့ မှာ ထင်ရှားသည့် ရုပ်ရှင်မင်းသမီးများ ဖြစ်ကြသည်
bur_7712_2918056835.wav,ကျနော် ကိုယ်နှိုက် ကိုက အရောင် ပြင်းပြင်း စူးစူးရှရှ ရေးရတာ ကို ကြိုက်တယ်
bur_7712_7165132567.wav,ပြီးတော့ အဆိုတော်ကြီးတွေ ရဲ့ အနုပညာ ကို လေးစားတာ လည်း ပါပါတယ်
bur_5903_8366550657.wav,ပေါ့ပါး လွတ်လပ်မယ့် အဝတ်အစားများ ကိုသာ အဓိက ရွေးချယ် ဝတ်ဆင်တယ်
bur_5932_6449335769.wav,အခု အချိန် မှာ ဒီ အလုပ် အတွက် အချိန် တောင် မလောက်ပါဘူး
bur_5932_6751999652.wav,စာ ဖြင့် ဖေါ်ပြ လျှင် အဆင်မပြေ ဖြစ်တတ်သည် ဟု သိထားသည်
bur_7712_0074212350.wav,မခင်ခင်နု ဆိုရင် စီပိုး ကြောင့် အသည်း တခြမ်း မကောင်းတော့ဘူး
bur_7447_0288516408.wav,ကိုယ်ကျိုး အတွက် လုပ်ဆောင်တာတွေ တော့ မရှိပါဘူး
bur_5932_9012936833.wav,အဲဒီ အတည်ပြုလိုက်တဲ့ စီမံကိန်းတွေ က ရေကာတာတွေ နဲ့ လမ်းဖောက်လုပ်ရေး စီမံကိန်းတွေ ဖြစ်တယ်
bur_5903_7767658574.wav,ကပုံ ကတော့ သူတို့ ရေးခြယ်ထားတဲ့ ရင်သား နဲ့ ဗိုက် ပေါ် က ကျား အရုပ်များ ကို လှုပ်ကာ ကပြကြတာ ဖြစ်ပါတယ်
bur_5189_2028928193.wav,သူတို့ ဘက် က တံခါးတွေ ဖွင့်အောင် တော့ ညှိရတာပေါ့
bur_7865_7174831074.wav,ကျမ မှာ အမျိုးသား ရဲ့ ထောက်ပံ့မှု လည်း အပြည့်အဝ ရတယ်
bur_5903_4363688313.wav,မြေစာပုံ အောက် မှာ စမ်းချောင်း ရှိနေ တော့ ရေစီး နဲ့ အပေါ် က မြေစာဝိတ်ကြီး ကို ထမ်းထားရ တော့ မနိုင်တဲ့ အခါ အောက် ကို လျှောကျသွားတာ
bur_5362_1456937132.wav,ခရိုအေးရှား က မော်လ်တာ ကို အနိုင်ရရှိခဲ့ ပြီး အီတလီ နောက် ဒုတိယ နေရာ ရယူနိုင်ခဲ့သည်
bur_5932_1861453184.wav,ဒီ ပြိုင်ပွဲ မှာ မြန်မာ လာအို ကမ္ဘောဒီးယား နဲ့ အရှေ့ တီမော အသင်းတို့ ယှဉ်ပြိုင်ခဲ့တာပါ
bur_9762_1375209801.wav,နိုင်ငံရေး အကျဉ်းသား ရယ်လို့ တော့ တခါမှ မပြောဖူးဘူး
bur_5189_7190499811.wav,သူ က သဘင် ကို ဝါသနာ မပါဘဲ တခြား ဝါသနာပါတာတွေ လုပ်တယ်
bur_5362_2076120729.wav,ဒီ မနက် တော့ ဘာသံမှ ထပ် မကြားသေးပါဘူး
bur_5362_7107712970.wav,ကျောင်းသားလေးတွေ ရဲ့ တောင်းဆိုချက် ကို ဖတ်ကြည့်ကြပါ
bur_5189_9841427701.wav,အကယ်ဒမီ ပွဲတွေ ကိုလည်း အရင်ကလောက် တော့ စိတ်ဝင်စားတဲ့ ခံစားချက် မရှိတော့ဘူး
bur_7543_2876639978.wav,ကယန်း အလှ ဇာတ်ကား ဟာ မလေးရှား နိုင်ငံ မှာ ကျင်းပခဲ့တဲ့ အာဆီယန် ရုပ်ရှင် ပွဲတော် မှာ ဂျူရီ အထူးဆု ဆွတ်ခူးခဲ့ပါတယ်
bur_7543_9846428675.wav,ခန္ဓာကိုယ် ကို ဆီးဂန်ဖလား ထဲ က ဆီးတွေ လက် နဲ့ ယူ ပြီး တကိုယ်လုံး ကို ဆုပ်နယ်တယ်
bur_7712_9308318074.wav,ဘယ် အချိန် အထိ ဒီ အလုပ် ကို ဆက်လုပ်သွားမှာလဲ
bur_3260_9343770850.wav,ကလေးတို့ ရဲ့ ဦးနှောက် ဖွံ့ဖြိုးမှု မိုင်တိုင် အဆင့် နဲ့ ချိန်ညှိ ပြီးတော့မှသာ ထည့်သင့်ပါတယ်
bur_5932_2766308056.wav,မင်္ဂလာဆောင်တွေ မှာ ကိုယ့် သီချင်းလေး ဖွင့် လို့ ရှိရင် တအား ကို ကြည်နူးတယ်
bur_4632_1141874825.wav,ဒါပေမဲ့ ကျွန်မ ကိုက ဒီ မြို့ ကို စိတ်ဝင်စားတယ်
bur_3260_4116796057.wav,ကချင် ဒေသ မှာက အမျိုးသမီးဝတ် ထဘီတွေ ကိုပဲ လက်ရက်ကန်း နဲ့ ခတ်တယ် လို့ သူ က ဆက်ပြောပါတယ်
bur_7712_2730183819.wav,ဘယ်လို ပဲ ဖြစ်ဖြစ် ကိုယ့် အိမ် က ကိုယ့် အိမ် ပါပဲ လို့ သူ က ဆိုတယ်
bur_6118_7184048437.wav,မကောင်းတဲ့ အကျိုးတွေ ပဲ တန်ပြန် ခံစားသွားရတယ် ဆိုတာ သာဓကတွေ ဒုနဲ့ဒေး ပါပဲ
bur_4632_2343226989.wav,အမှန်အတိုင်း ပြောရ ရင် ကျမ ပါတီနိုင်ငံရေး ကို စိတ်မဝင်စားဘူး
bur_5903_6154152891.wav,ကဗျာ ပါ စကားလုံးတွေ က ရိုးရိုး ဗျည်း နှင့် ရိုးရိုး သရတွေ ချည်း
bur_0644_8748147787.wav,မောင်မောင်ကြီး နဲ့ အတူ ကျနော် သတိရမိတာ က အောင်မြင့် လို့ ခေါ်တဲ့ သူငယ်ချင်း တစ်ယောက်
bur_5903_1503178547.wav,တိုင်ထားတဲ့ အချက်တွေ က တော်တော် များပါတယ် ဟု ဧရာဝတီ သို့ ပြောသည်
bur_9135_4368018120.wav,တချို့ ကုန်သည်တွေ က ပိုက်ဆံ ချေး ပေမယ့် တောင်သူ အိမ် မှာပဲ ထားတယ်
bur_4409_3264453478.wav,ကိုဝိုင်း က ရိုက်မယ် ဆိုတော့ စွန့်စားကြည့်မယ် ပေါ့
bur_5362_2925812769.wav,ဒီတော့ ကျနော်တို့ က မန္တလေး နား က တံတားဦး လေဆိပ် ရှိတယ်
bur_5362_6132053009.wav,ဒါ ဟာ ရှေးဟောင်း တန်ဖိုး ကို ဂရုမမူ ဖျက်ဆီးပစ်လိုက်တာ ပါပဲ
bur_8698_1713062075.wav,စိတ်မကောင်း ဖြစ်ရ ပေမယ့် အပစ်ရပ် စာချုပ် မှာ လက်မှတ်ထိုးပါ
bur_5903_5669174684.wav,ဆရာ ဦးကြည်စိုးထွန်း ဆီက လည်း ရ သမျှ အနုပညာ အမွေတွေ အကုန် ယူပါတယ်
bur_5189_3215659791.wav,ကိုကျော်သူ မမေသန်းနု ဒေါ်အေးအေးသင်းတို့ ပါတယ်
bur_5362_9397920854.wav,ကြားပွဲစားတွေ က ဒီ တခါ မှာတော့ ဝင် လို့ မရဘူး ပေါ့နော်
bur_5362_6830155942.wav,ကျောင်းသူဘဝ မှာတော့ ထရီဇာ့ မေမေ က ထရီဇာ့ ကို မုန့်ဖိုး မပေးဘူး
bur_0366_3979260730.wav,ဒီမှာ ကတော့ အစိုးရ တောင် သိရဲ့လား မသိဘူး
bur_7712_6658857047.wav,ကလေး စာပေ ကလေး သင်ရိုးညွှန်းတန်း စတာတွေ ကို ဆွဲကြ သားကြ ရေးသားရတာ ဟာ အင်မတန် ခက်ခဲတဲ့ အလုပ် ပါ
bur_5932_0626933119.wav,နယူးဇီလန် ပရိသတ်တွေ ကတော့ ငြိမ်ငြိမ်သက်သက် ကြည့်ကြတာ တွေ့ရတယ်
bur_5189_0819760138.wav,မန္တလေး တိုင်းဒေသကြီး တွင်း ဆိုရင် ဝမ်းတွင်း မြို့နယ် မှာ ဆောင်ရွက်မှာ ဖြစ်ပါတယ်
bur_5189_5324235549.wav,ဂျီကျူ မဂ္ဂဇင်း နှင့် အင်တာဗျူး တွင် ပြန်လည် ရှင်းလင်း ပြောကြားခဲ့သည်
bur_5932_9983596637.wav,ကျနော်တို့ က ငှက်ပျောပင် ရဲ့ အခွန်တွေ ခွာချ ပြီး ကော်ဖီပင်တွေ အတွက် မြေဩဇာ အဖြစ် အသုံးပြုပါတယ် ဟု ရှင်းပြခဲ့သည်
bur_5903_1154267506.wav,စိပ်ပုတီး ကို သူ ၏ ခေါင်းအုံး ပေါ် ၌ တင်ထားသည်
bur_0366_5389136125.wav,ပြီးတော့ ကွယ်လွန်သူ ဆရာ မင်းလူ အလွမ်းမပြေ စာအုပ် ဟုလည်း ဆိုချင်သည်
bur_4632_4679367535.wav,ရဟန္တာ မဖြစ်မချင်း လောကီ နဲ့ မကင်းသေးဘူး ဆိုတာ မင်း သိထား
bur_5362_5139896129.wav,ဘဏ် သေးသေးလေးတွေ များနေရင် ယှဉ်ပြိုင်နိုင်စွမ်းအား မရှိဘူး
bur_5362_1777110588.wav,ဒီလို ပို့စ် တွေ တင်ခဲ့တဲ့ အတွက် ဖေ့ဘုတ် စာမျက်နှာ ဂျီမေးလ် စသည်ဖြင့် တိုက်ခိုက် ခံရတာမျိုး ရှိလား
bur_5362_8990416343.wav,ဒီ ဇာတ်ကားတွေ ကို မြန်မာ စာတန်း ထိုးမှာ ဖြစ်ကြောင်း သားညီ က ပြောပါတယ်
bur_5189_5955403475.wav,ထိုသို့ ဖော်ပြ လျှင်လည်း ဖော်ပြခွင့် ရှိမည် မထင်ပေ
bur_3260_6253071229.wav,ထရံပေါက် က အလစ်သမားရန် ကလည်း လွတ်ပါစေ
bur_5189_5409616522.wav,ကိုတာတေတို့ မြန်မာပြည်ကြီး ကိုက အစစအရာရာ ခပ်ဆန်းဆန်း မဟုတ်လား
bur_6118_4922011717.wav,ထို့ပြင် အိုင်အက်စ်တို့ နှင့် တာလီဘန် လက်နက်ကိုင်တို့ အကြား တိုက်ပွဲများ ဖြစ်ပွားနေရသည်
bur_5189_1943522511.wav,ကလေး ရဲ့ ဖခင် ဖြစ်သူ က နိုင်းအောင် မိခင် က နန်းဒိုင်း လို့ ခေါ် ပြီး မြန်မာ နိုင်ငံသား ရွှေ့ပြောင်း အလုပ်သမား ဖြစ်သည်
bur_5903_3974074151.wav,တန်ဆောင်တိုင် ကာလ ရှိုးပွဲ အထူး အစီအစဉ် အဖြစ် ပြည်သူ့ရင်ပြင် ၌ ရှိုးပွဲကြီး ကိုလည်း ထပ်မံ ပြုလုပ်ရန် အစီအစဉ် ရှိကြောင်း သိရပြီ
bur_5903_8292794522.wav,နရိန်ဒြာမိုးဒီ ကိုသာ ဝန်ကြီးချုပ် အဖြစ် ရွေးချယ်လိုက်ကြသည်
bur_7712_6569549474.wav,ဒီ ကိစ္စ နဲ့ ပတ်သက် ပြီး ခေါ်ယူ အသိပေး ဆောင်ရွက်ဖို့ ရှိနေကြောင်း ပြောပါတယ်
bur_7543_8974044563.wav,ကိုဒိန်းဒေါင် က အစ်ကိုတို့ လှူထားတဲ့ အလှူ အတွက် ရေစက်သွားချတယ်
bur_7712_9259004830.wav,ဘာသာခြားတွေ ရဲ့ ဝင်းကြီးတွေ လှောင် လည်း ဒီ သံဃာတော်တွေ ငြှိမ်းသတ်တာပါ
bur_6884_0861845324.wav,ခရစ်ယာန် ဂိုဏ်းပေါင်းစုံ ပူးပေါင်း ပြီး မူးယစ်ဆေးဝါး တိုက်ဖျက်ရေး လုပ်နေရပါတယ်
bur_0644_4338121403.wav,ထို ကဲ့သို့သော အချိန် တွင် ဗီဒယ်လ် က ယခု ကဲ့သို့ ပြောဆိုလိုက်ခြင်း ဖြစ်သည်
bur_2446_6201388677.wav,လက်ရှိ မှာတောင် နိုင်ငံသားတွေ က တူတူတန်တန် မရှိတာ
bur_3260_2359947146.wav,ဒါပေမဲ့လည်း သူ က နားနေတာ မှာတောင် ဟောပြောပွဲတွေ ကို တက်ဟောနေတာပဲ
bur_8266_8440148711.wav,လေညိုကုန်း အုပ်စု ကို ကဗျာဆရာမ မကြည်ဆွေ က ဧည့်ခံလို သဖြင့် မကြည်ဆွေ ကိုယ်စား ဖိတ်ကြားနေခြင်း ဖြစ်၏
bur_0644_4943062314.wav,ငြိမ်တယ် ဆိုတာ လှုပ်ရှားမှု မရှိ လို့ ငြိမ်နေတဲ့ ငွေလှဲနှုန်း ကို ပြောတာ
bur_4409_8433949666.wav,ပြည်ပ က လူတွေ တောင်မှ အခု လာလည်နေကြပြီ
bur_4409_4049483521.wav,ဆေးဝါး ကလည်း ရိုးရာ ဗိန္ဓောဆေး လောက်သာ အားကိုးအားထား ပြုနေကြရတာ
bur_5932_2256181391.wav,ဒါကြောင့် ကြိုတင် ပိတ်ပင်တားမြစ်ရတာ လို့ ဆိုထားပါတယ်
bur_5362_7020170503.wav,လွန်းထားထား ရဲ့ ဝတ္ထု ကို သီဟစိုး က ဇာတ်ညွှန်းရေးဖွဲ့ ထား ပြီး ဒါရိုက်တာ ဝိုင်း ဖန်တီး ပုံဖော်ထားတဲ့ ဇာတ်ကား ဖြစ်ပါတယ်
bur_7712_0478763780.wav,ဥပမာ တခု ပြောပြမယ် အခု ပိုးသတ်ဆေး အကြောင်း ပြောနေကြတယ်
bur_5932_8636506817.wav,အမှိုက် က စ ပြသာဒ် မီးလောင်တတ်တယ် ဆိုတာ သိထားပါ
bur_7865_2106628080.wav,ကျွန်တော်တို့ ကတော့ ဒီ ကိစ္စ အပေါ်မှာ အများကြီး စဉ်းစားပါတယ်
bur_7865_2573585785.wav,ဒါပေမဲ့ ဒီ ကျောက် က ရာသက်ပန် မကုန်အောင် ထွက်နေမှာ မဟုတ်ဘူး
bur_6884_2092106368.wav,ကော့ကရိတ် အရှေ့တောင် တိုင်း စစ်ဌာနချုပ် ကနေ ကျနော်တို့ နေတဲ့ ကလို့ထူးဝါး စစ်ဌာနချုပ် ကို လာပစ်နေတာ အခုထိပါပဲ ဟုလည်း ပြောသည်
bur_8266_8862801288.wav,အစိုးရ ယန္တရား နဲ့ အစိုးရ အာဏာ ဟာ အရမ်း ကြောက်ဖို့ ကောင်းပါတယ်
bur_8266_0359329387.wav,လူငယ် အများစု ဘဲ လာအားပေးကြမယ် လို့ ထင်ပါတယ် ဟု မြောက်ဒဂုံ မြို့နယ် ရှိ ရွှေကောင်းကြွယ် လက်ဘက်ရည်ဆိုင် က ပြောပါတယ်
bur_4632_5766474060.wav,အဓိက အကျဆုံး တခုတည်းသော အချက် လည်း ဖြစ်နိုင်ပါတယ်
bur_7543_1309131457.wav,ကျန်းမာရေး တွက် အားကစား လုပ်ရတာပေါ့
bur_4409_3562268146.wav,ခုကျတော့ ရှမ်း တိုင်းရင်းသားတွေ က နားလည်မှု လွဲလာတော့ ဒါကို ပြန် စစ်စိရမယ်
bur_6118_3445972246.wav,မိန်းကလေး လူငယ် တယောက် လို့ပဲ သတ်မှတ်ပါတယ်
bur_3260_7407908666.wav,စင် တဖက်တချက် ကူးလိုက်ကြသည်
bur_3260_5116090712.wav,ကင်မရာ နဲ့ မတွဲဘဲ သက်သက် အပြင် က အသံဖမ်းတာမျိုး လုပ်ရတယ်
bur_8266_5834154201.wav,သက်ရောက်မှု တိုင်း မှာ တန်ပြန် သက်ရောက်မှူ ဆိုတာ ရှိမှာပဲ
bur_4409_4624059617.wav,နောက်ဆုံး နှစ်ပွဲ ဆက်တိုက် နိုင်ပွဲ ပျောက်ခဲ့ ပြီး ဘွန်ဒက်စ်လီဂါ မှာလည်း လေဗာကူဆင် ကို ရှုံးခဲ့ပြန်ပါတယ်
bur_5362_5002505956.wav,ကျောင်းများ တွင် မြန်မာမုန့်များ ပြန်လည် တိုးပေါက်ရေး ကိစ္စ သည် ကြီးကြီးကျယ်ကျယ် ဆိုပါမည်
bur_3260_7862010175.wav,တပ်ထဲ ရောက် တော့ အထက် က ပေးတဲ့ အမိန့် အတိုင်း ဆောင်ရွက်ရတယ်
bur_5903_3883716981.wav,အမေရိကန် က တောင် အီဂျစ် စစ်တပ် ကို မဆန့်ကျင်ဘူး
bur_5932_0509223437.wav,ကျနော် ဟာ ဘယ်တော့မှ မလိမ်ညာတဲ့ သူ ပါ လို့လည်း ပြောခဲ့တယ်
bur_0644_7960420610.wav,ထိုင်နေ အကောင်းသား ထ မှ ကျိုးမှန်း သိ သလို ဖြစ်နေတယ် ကွ
bur_4632_0260515018.wav,အသံလွှင့် ဆောင်းပါး တချို့ မှာ နားထောင်ဖို့ အတွက် သာ ရေးခဲ့ခြင်း ဖြစ်သည်
bur_5362_5059430655.wav,မညှိပေးနိုင်ဘူး ဆိုရင် တော့ လူငယ်တွေ ကိုယ်တိုင် တက်မယ်
bur_7712_7444048315.wav,ဒီ အငတ်ဘေး ဟာ လာမယ့် သီတင်းပတ်တွေ အတွင်း မှာ ဆိုမားလိယ တောင်ပိုင်း ဒေသ တခုလုံး ကို ပျံ့နှံ့သွားမှာ ဖြစ်ကြောင်း ပြောပါတယ်
bur_5932_5817973766.wav,အခြေခံ ကတော့ မုဒိမ်းမှု က အခြေခံ ပါတယ်
bur_4632_6414530279.wav,ကြာပြီ ဆိုတော့လည်း ဘယ် ကြောင်းတွေ ဘယ်လို အဖုံး နဲ့ ဆိုတာတောင် မမှတ်မိတော့ပါဘူး
bur_3260_4206262589.wav,အဲဒီ မှာ အမှတ်ရတာ က သူ့ ခေါင်းစဉ် က ကျနော် မပြောချင်ဘူး တဲ့
bur_8698_2588338360.wav,ဒီဟာ ကိုလည်း မကျွမ်းကျင်ဘူး ဆိုရင် အလုပ် လုပ်တဲ့ သူချင်း သိကြတာပဲ
bur_9135_2381953956.wav,အင်စတီးကျူးရှင်း ဆိုတာ အဲဒီလို သုံးခုစလုံး သုံးမျိုးစလုံး ပြောင်းရတယ်
bur_9135_2305281073.wav,အဲ့ဒါ မှာလည်း အန်ကယ်တို့ ဘက် က လက်ခံ လို့ မရတဲ့ အနေအထားမျိုး ဖြစ်နေတယ်
bur_5932_5043123899.wav,ရာဧပရား ၏ နံနက်ခင်း သည် ထုံးစံ အတိုင်း နှင်းမိုးများ တဖွဲဖွဲ ကျနေသည်
bur_7712_7491598084.wav,အခုတော့ ဂျပန် တော်လှန်ရေး တရုပ်ဖြူ တော်လှန်ရေး ရိုက်ရတာ နဲ့ ဖလင် ကုန်လောက်ပြီ
bur_5903_1850103318.wav,တစ်ယောက်တည်း ဆိုပေးရတာ ရှိ သလို စုံတွဲ လည်း သီဆိုပေးရတယ်
bur_9135_7817854479.wav,သူရ ဦးရွှေမန်း ကို ဖယ်ရှားလိုက် ပြီး ဦးဌေးဦး နဲ့ အစားထိုး လိုက်တယ် လို့ ခိုင်လုံတဲ့ သတင်း ရပ်ကွက် က ပြောပါတယ်
bur_6884_6378921050.wav,ဆီလီကွန် တောင်ကြား ရဲ့ တက်ကနိုလော်ဂျီ နည်းပညာ တိုးတက်မှု ဖြစ်လာစေတဲ့ သမိုင်းကြောင်း က ဒီလို ဖြစ်ချင်မှ ဖြစ်မယ်
bur_4409_7586640998.wav,ကဆုန် လပြည့် နေ့ မှာ သာသနာ့ အလံတော်များ သည် ထိုင်း နိုင်ငံ တစ်ဝှမ်းလုံး မှာ တလူလူ လွှင့်ထူကြတယ်
bur_3260_8693428687.wav,အဲတော့ လုပ်ဖို့ကိုင်ဖို့ က အတော် အခက်အခဲ ရှိနေသည် ဟု သူ က ပြောသည်
bur_3260_7114206430.wav,အချို့သော ဘဝများ အတွက် တော့ အနာဂတ် က ဝေဝေဝါးဝါး ပင်
bur_4632_9522852394.wav,ကိုကြံ့ က ပရိသတ် နဲ့ ငယ်ငယ် ကတည်းက မိသားစု လို ဖြစ်နေတာ
bur_7712_5755319586.wav,တခြား ဘင်္ဂလားဒေရှ့် ဘူတန် မှာလည်း ငလျင် ရဲ့ ရိုက်ခတ်မှု ကြောင့် အပျက်အစီးတွေ ရှိခဲ့ပါတယ်
bur_8266_8437169943.wav,မွန် ပြည်နယ် နဲ့ တနင်္သာရီ တိုင်းတွေ မှာတော့ ရာသီဥတု က အုံ့မှိုင်း ပြီး မိုး က ခပ်စွေစွေလေး ဖြစ်နေ ပြီး အေးတယ် လို့ ပြောပါတယ်
bur_6118_1077161687.wav,ဒီတော့ အဲ့ဒိ အရှိတရားတွေ နဲ့ နားစွင့်ပါ
bur_3260_9324330656.wav,သရုပ်ဆောင် နေတိုး သည် ရုပ်ရှင်ကားကြီး အနေဖြင့် ဒါရိုက်တာ အောင်ဇော်လင်း မင်းသမီး ရတနာမိုင် နှင့်အတူ ရိုက်ကူးနေကြောင်း သိရသည်
bur_0644_7790515394.wav,အခု နောက်ပိုင်း အခွန် စည်းကြပ်မှုတွေ က ရုပ်ရှင် လောကသားတွေ အပေါ် သက်ရောက်မှု ရှိရဲ့လား
bur_8698_6032131942.wav,ပုံမှန် ကမ္ဘာလှည့်ခ ရီးသည်တွေ လည်း လာကြမယ်
bur_7712_2926133020.wav,နောက် လမ်း က အရမ်း ပျက် တော့ မိုးရွာရင် တစ်လမ်းလုံး ချိုင့်ခွက် ဗွက်အိုင်တွေ ပဲ ဟု ပြောသည်
bur_9135_0677861753.wav,အဲဒီလို စိတ်လေး နဲ့ မမိုး က သူတို့ ကို မျှဝေပေးခြင်း ဖြစ်ပါတယ်
bur_0366_9707776359.wav,တခြား ရွှေဆိုင်တွေ သွားလျောက် လည်း ငါတို့ က လိုက်ပြောမယ် လို့ ချိန်းခြောက်တယ် ဟု ၎င်း က ဆိုသည်
bur_4409_6905182788.wav,ပြီးခဲ့တဲ့ ရက်ပိုင်း အတွင်း မှာပဲ စစ်ကိုင်းတိုင်း ဆားလင်းကြီး ဒေသ လက်သမား အရေး ကူညီပေးနေတဲ့ ကိုဝေဠု ပါ
bur_5362_3498202959.wav,ကမ္ဘာကျော် မျက်လှည့်ဆရာကြီး ဒိုင်နမို ရဲ့ မျက်လှည့်ပညာတွေ ကို စကြည့်ဖြစ်ခဲ့တယ်
bur_5903_5827132496.wav,ကျနော်တို့ က နေရာဌာန အသီးသီး ကို စာတင်ပါတယ်
bur_7712_2653182260.wav,ဆရာမကြီး ဒေါ်ခင်မျိုးချစ် က မြန်မာ လူမျိုး ယောက်ျားကလေး မှန် ရင် အချက် သုံးချက် နဲ့ ပြည့်စုံရတယ်
bur_5903_5410633005.wav,ကုလား ဗမာ အဓိကရုဏ်းတွေ ရဲ့ အဆက် အဖြစ် ကော်သူလေး မွတ်စလင် လွတ်မြောက်ရေး တပ် ပေါ်ခဲ့တယ်
bur_4409_1667834602.wav,ဒါ နိုင်ငံနော် ရဲ့ အရေးကြီးတဲ့ ဦးစားပေး ရမယ့် လုပ်ငန်း တစ်ခု ပဲ
bur_0366_6518051723.wav,ကမ္ဘောဇ ဘဏ် က ဗဟို ဘဏ် မှာ ဒီ အတွက် သဘောတူညီချက် နဲ့ အာမခံ ငွေ တင်ထားတယ်
bur_5932_4393196941.wav,အပူဇော်ခံ ဆရာကြီး ဆရာမကြီးတွေ ပြုံး ၍ ပျော် ပျော် ၍ ပြုံး အုန်းအုန်းကျွတ်ကျွတ် နှင့် ဘဝင် ချမ်းမြေ့ရပါ၏
bur_5932_9964025677.wav,အဲဒီ့ အခြေအနေလေးတွေ တည်ထောင် ပြီးမှပဲ ကျွန်တော်တို့ နှစ်ဦး အတွက် အဆင်ပြေမှာပါ ဟု မြင့်မြတ် က ပြောသည်
